Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method,Hour
2024-11-11,09:53:59,"""CNR4856340""",Completed,"""CID3627632""",Auto,Jahangirpuri,Basai Dhankot,3.0,31.8,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,228.0,15.5,3.9,4.6,Cash,-1
2024-01-02,06:59:55,"""CNR5862913""",No Driver Found,"""CID6065182""",Auto,Satguru Ram Singh Marg,Karkarduma,0.0,0.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-12-06,04:11:36,"""CNR8719079""",Cancelled by Driver,"""CID1381126""",Go Sedan,Yamuna Bank,Paharganj,10.3,0.0,0.0,Desconocido,1.0,Customer related issue,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-12-07,12:55:33,"""CNR4297137""",Incomplete,"""CID8183760""",Bike,Narsinghpur,Laxmi Nagar,2.6,17.6,0.0,Desconocido,0.0,Desconocido,1.0,Customer Demand,662.0,14.79,0.0,0.0,Cash,-1
2024-06-13,12:33:03,"""CNR7140306""",No Driver Found,"""CID5035015""",eBike,South Extension,Gurgaon Sector 29,0.0,0.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-05-18,17:30:28,"""CNR9598982""",Completed,"""CID3641696""",Auto,Bhikaji Cama Place,Mansarovar Park,9.3,22.7,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,1312.0,40.48,3.3,4.3,Cash,-1
2024-06-02,09:32:34,"""CNR1030111""",Completed,"""CID1999458""",Go Sedan,Mayur Vihar,Ramesh Nagar,5.0,18.9,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,436.0,7.33,3.6,4.9,Debit Card,-1
2024-08-17,17:36:19,"""CNR5391298""",Completed,"""CID2278894""",Auto,Dilshad Garden,Noida Film City,13.9,25.1,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,879.0,29.23,4.4,4.8,UPI,-1
2024-03-13,15:43:14,"""CNR9353722""",Completed,"""CID1137742""",Go Mini,Qutub Minar,Meerut,6.5,37.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,618.0,38.29,4.1,4.6,Uber Wallet,-1
2024-09-09,21:25:37,"""CNR5001450""",Completed,"""CID4130652""",Uber XL,Khan Market,Tilak Nagar,12.5,15.4,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,478.0,10.78,3.9,4.9,Uber Wallet,-1
2024-05-19,10:37:28,"""CNR6553230""",Completed,"""CID9873336""",Go Sedan,IGI Airport,Botanical Garden,2.1,32.5,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,304.0,32.12,5.0,4.9,UPI,-1
2024-05-22,20:55:45,"""CNR8503641""",Completed,"""CID5377311""",Bike,Udyog Bhawan,Satguru Ram Singh Marg,6.8,30.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,426.0,7.45,4.1,4.1,UPI,-1
2024-09-07,11:27:48,"""CNR5772667""",Completed,"""CID4750341""",Uber XL,Pulbangash,IIT Delhi,12.3,32.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,627.0,40.41,4.2,4.2,Credit Card,-1
2024-05-05,10:44:18,"""CNR4030283""",Cancelled by Driver,"""CID6675959""",Go Sedan,Shastri Nagar,India Gate,6.1,0.0,0.0,Desconocido,1.0,The customer was coughing/sick,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-12-03,05:40:05,"""CNR2134950""",Cancelled by Driver,"""CID4357066""",Uber XL,Sarojini Nagar,Shastri Park,9.6,0.0,0.0,Desconocido,1.0,The customer was coughing/sick,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-01-21,09:35:56,"""CNR8459778""",Completed,"""CID7487594""",Bike,Patel Chowk,Hero Honda Chowk,12.6,44.1,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,599.0,36.48,3.0,4.4,Cash,-1
2024-08-15,21:37:23,"""CNR5713304""",Cancelled by Driver,"""CID7752661""",Go Mini,Nirman Vihar,Shastri Park,5.7,0.0,0.0,Desconocido,1.0,Customer related issue,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-12-23,19:11:23,"""CNR4588882""",Completed,"""CID3860264""",Go Sedan,IIT Delhi,Nirman Vihar,4.5,34.2,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,219.0,19.12,3.4,4.2,Cash,-1
2024-12-16,20:40:10,"""CNR1802291""",No Driver Found,"""CID6155748""",Go Mini,Preet Vihar,Kaushambi,0.0,0.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-03-14,10:51:57,"""CNR9365447""",Completed,"""CID5935529""",Auto,Khan Market,Narsinghpur,6.0,31.1,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,215.0,28.31,4.6,4.6,Uber Wallet,-1
2024-06-12,18:19:38,"""CNR9352752""",No Driver Found,"""CID3843665""",Go Sedan,Paschim Vihar,Peeragarhi,0.0,0.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-03-02,13:11:55,"""CNR7922561""",Cancelled by Driver,"""CID8165667""",Premier Sedan,Badarpur,Akshardham,4.4,0.0,0.0,Desconocido,1.0,Personal & Car related issues,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-07-03,20:28:43,"""CNR8082888""",Completed,"""CID9557730""",Go Sedan,Rohini,Ashok Vihar,9.5,31.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,391.0,22.64,4.2,4.8,Uber Wallet,-1
2024-08-12,10:17:01,"""CNR2773393""",Cancelled by Customer,"""CID8386801""",Go Mini,DLF Phase 3,Rajiv Nagar,8.1,0.0,1.0,Driver asked to cancel,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-09-17,10:29:31,"""CNR4500014""",Cancelled by Driver,"""CID2367929""",Go Mini,Sikanderpur,Punjabi Bagh,4.3,0.0,0.0,Desconocido,1.0,Customer related issue,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-10-01,18:00:00,"""CNR5894634""",Cancelled by Driver,"""CID4640467""",Go Sedan,Central Secretariat,Ghitorni,9.2,0.0,0.0,Desconocido,1.0,Personal & Car related issues,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-07-31,14:39:39,"""CNR7238241""",Completed,"""CID9797131""",Premier Sedan,Yamuna Bank,Indraprastha,14.8,44.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,574.0,49.13,3.2,3.3,Cash,-1
2024-03-08,22:44:39,"""CNR8542358""",Cancelled by Driver,"""CID5966482""",Bike,Hero Honda Chowk,Vishwavidyalaya,10.1,0.0,0.0,Desconocido,1.0,More than permitted people in there,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-04-17,14:03:03,"""CNR3265285""",Cancelled by Driver,"""CID9414181""",Go Mini,Punjabi Bagh,New Delhi Railway Station,3.0,0.0,0.0,Desconocido,1.0,More than permitted people in there,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-07-27,20:49:55,"""CNR3218750""",No Driver Found,"""CID3707628""",Go Sedan,Arjangarh,Kalkaji,0.0,0.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-06-14,20:34:01,"""CNR9932038""",Cancelled by Driver,"""CID3038177""",Premier Sedan,Karkarduma,Malviya Nagar,3.8,0.0,0.0,Desconocido,1.0,Personal & Car related issues,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-01-11,13:06:55,"""CNR5882059""",Completed,"""CID2260594""",Premier Sedan,Badarpur,Bahadurgarh,13.3,39.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,152.0,14.28,4.0,4.5,UPI,-1
2024-08-14,23:56:47,"""CNR4861271""",Completed,"""CID7064626""",Bike,Yamuna Bank,Ardee City,3.1,40.5,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,279.0,22.52,3.9,3.7,UPI,-1
2024-12-29,20:03:42,"""CNR1361077""",Completed,"""CID6873787""",Go Sedan,Kalkaji,Karkarduma,6.2,27.7,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,947.0,9.28,4.2,4.9,Credit Card,-1
2024-04-01,18:29:01,"""CNR1440205""",Completed,"""CID9826832""",Bike,Ashram,Udyog Bhawan,12.7,16.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,213.0,23.77,4.9,4.8,UPI,-1
2024-06-16,15:08:45,"""CNR4284824""",Completed,"""CID9115659""",Bike,Ardee City,Indirapuram,12.2,25.5,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,231.0,5.66,4.3,4.7,Cash,-1
2024-07-12,07:53:44,"""CNR3367889""",Completed,"""CID1669292""",Auto,Shivaji Park,Rohini,5.7,38.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,128.0,20.37,4.4,3.6,Debit Card,-1
2024-06-02,11:24:15,"""CNR3044187""",Completed,"""CID4397255""",Auto,Uttam Nagar,Paharganj,11.4,40.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,529.0,13.83,4.1,4.9,UPI,-1
2024-01-19,16:53:43,"""CNR9071667""",Completed,"""CID8168103""",Go Mini,Yamuna Bank,Okhla,7.0,18.8,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,169.0,33.08,4.1,4.1,UPI,-1
2024-05-09,15:52:02,"""CNR3504737""",Completed,"""CID8924141""",Uber XL,Ghaziabad,Sultanpur,10.0,26.1,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,214.0,34.77,4.3,4.2,UPI,-1
2024-01-12,05:23:06,"""CNR3979875""",Cancelled by Driver,"""CID6607077""",eBike,IMT Manesar,MG Road,10.6,0.0,0.0,Desconocido,1.0,More than permitted people in there,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-11-23,17:30:21,"""CNR7947277""",Completed,"""CID7043577""",Bike,Shastri Nagar,IGI Airport,11.0,29.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,392.0,10.45,3.9,4.8,Cash,-1
2024-06-29,20:30:41,"""CNR2339651""",Completed,"""CID8077034""",Bike,Okhla,Khan Market,13.3,29.4,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,786.0,13.33,3.7,4.6,UPI,-1
2024-08-01,18:38:34,"""CNR1411567""",Completed,"""CID4159508""",Premier Sedan,Seelampur,Chanakyapuri,13.2,15.4,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,342.0,34.09,4.2,3.8,Credit Card,-1
2024-06-01,21:00:05,"""CNR4890380""",Completed,"""CID2343552""",Go Sedan,Raj Nagar Extension,Mayur Vihar,10.4,37.8,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,2589.0,38.52,4.4,4.7,UPI,-1
2024-03-26,19:12:28,"""CNR2262960""",Completed,"""CID5287796""",Auto,Kaushambi,Khandsa,11.1,42.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,687.0,28.22,3.9,4.5,Cash,-1
2024-05-13,19:40:23,"""CNR5153773""",Completed,"""CID3056183""",Auto,Karkarduma,Ghaziabad,5.3,44.7,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,772.0,41.94,3.7,4.6,Debit Card,-1
2024-03-29,13:38:35,"""CNR3313622""",Cancelled by Driver,"""CID6762555""",Go Mini,Sadar Bazar Gurgaon,Greater Kailash,9.1,0.0,0.0,Desconocido,1.0,The customer was coughing/sick,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-01-26,13:59:45,"""CNR6581426""",Cancelled by Driver,"""CID5499321""",Go Sedan,Rohini East,Saidulajab,5.5,0.0,0.0,Desconocido,1.0,The customer was coughing/sick,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-09-13,22:43:30,"""CNR8424859""",Completed,"""CID9442778""",Go Mini,Kadarpur,Connaught Place,7.2,22.5,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,865.0,26.76,4.5,4.3,Credit Card,-1
2024-10-23,05:10:16,"""CNR1214454""",Cancelled by Driver,"""CID2394000""",Go Mini,Meerut,Gurgaon Sector 29,11.7,0.0,0.0,Desconocido,1.0,The customer was coughing/sick,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-02-08,06:25:56,"""CNR5382573""",No Driver Found,"""CID7132603""",eBike,Dwarka Sector 21,Rajiv Chowk,0.0,0.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-12-08,16:32:58,"""CNR4902612""",Completed,"""CID4141560""",Go Sedan,Lajpat Nagar,Gurgaon Sector 56,3.3,20.2,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,556.0,17.49,4.6,4.8,Cash,-1
2024-01-30,06:21:07,"""CNR4026287""",Completed,"""CID2234385""",Go Mini,Punjabi Bagh,Shahdara,7.1,29.8,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,586.0,4.82,5.0,4.9,Uber Wallet,-1
2024-02-12,14:46:20,"""CNR7354807""",Completed,"""CID3240363""",Bike,Green Park,Mehrauli,6.6,29.1,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,322.0,48.08,4.3,4.5,Cash,-1
2024-07-21,09:43:18,"""CNR8932094""",Completed,"""CID4608632""",Auto,Peeragarhi,Lajpat Nagar,14.3,33.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,343.0,23.38,4.1,4.3,UPI,-1
2024-06-08,07:46:33,"""CNR4720230""",Completed,"""CID5370679""",Go Sedan,Uttam Nagar,Pulbangash,13.1,34.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,554.0,34.59,3.1,4.2,Cash,-1
2024-10-18,11:54:41,"""CNR1943674""",Completed,"""CID3164341""",Auto,Jama Masjid,Vaishali,3.6,27.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,322.0,25.22,4.6,4.9,UPI,-1
2024-04-17,06:26:57,"""CNR8968277""",Completed,"""CID1611924""",Auto,Jahangirpuri,Sadar Bazar Gurgaon,5.7,21.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,688.0,31.67,4.1,4.2,Uber Wallet,-1
2024-06-30,20:13:24,"""CNR4905897""",Completed,"""CID3192872""",Bike,Mansarovar Park,Narsinghpur,4.2,41.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,202.0,17.24,4.5,4.8,UPI,-1
2024-04-19,11:27:15,"""CNR7638994""",Completed,"""CID7071016""",Bike,Arjangarh,Lok Kalyan Marg,3.9,30.9,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,380.0,23.67,3.3,4.3,Uber Wallet,-1
2024-11-06,13:31:32,"""CNR5958577""",Completed,"""CID6050521""",Auto,Bahadurgarh,Rohini,3.2,20.4,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,311.0,26.48,4.1,4.8,Credit Card,-1
2024-08-04,06:43:47,"""CNR3098223""",Completed,"""CID7073419""",Bike,Tilak Nagar,Karkarduma,10.4,40.1,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,476.0,5.66,4.9,4.3,UPI,-1
2024-12-21,19:23:08,"""CNR2534453""",Completed,"""CID1092754""",Auto,Anand Vihar ISBT,Jhilmil,6.2,44.4,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,1216.0,24.06,3.8,4.2,Debit Card,-1
2024-04-21,13:53:20,"""CNR8282728""",Cancelled by Driver,"""CID9193537""",Premier Sedan,Noida Extension,Kaushambi,9.1,0.0,0.0,Desconocido,1.0,More than permitted people in there,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-12-29,21:34:27,"""CNR1344099""",Completed,"""CID5523874""",Bike,Panchsheel Park,Inderlok,3.7,44.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,251.0,41.79,4.3,4.9,UPI,-1
2024-08-01,21:56:21,"""CNR1384796""",Incomplete,"""CID3147087""",Premier Sedan,Vatika Chowk,Ramesh Nagar,3.0,25.1,0.0,Desconocido,0.0,Desconocido,1.0,Customer Demand,402.0,17.06,0.0,0.0,Uber Wallet,-1
2024-05-16,11:05:05,"""CNR8673421""",Cancelled by Driver,"""CID3134474""",Bike,Green Park,Anand Vihar,4.7,0.0,0.0,Desconocido,1.0,The customer was coughing/sick,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-05-08,11:22:39,"""CNR8268250""",Cancelled by Customer,"""CID8942881""",Premier Sedan,Udyog Vihar,Arjangarh,10.5,0.0,1.0,Wrong Address,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-04-01,06:05:50,"""CNR4558356""",No Driver Found,"""CID9156320""",Auto,Manesar,Rohini East,0.0,0.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-09-04,07:09:24,"""CNR6835107""",Completed,"""CID8185112""",Auto,Uttam Nagar,Punjabi Bagh,7.6,18.5,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,534.0,8.1,4.1,4.3,UPI,-1
2024-08-10,06:04:47,"""CNR6458326""",Completed,"""CID5076076""",Premier Sedan,Vaishali,Peeragarhi,5.2,17.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,312.0,22.68,4.1,3.7,UPI,-1
2024-08-05,14:10:41,"""CNR4649800""",Completed,"""CID4175071""",Auto,Netaji Subhash Place,Greater Kailash,6.3,34.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,447.0,6.07,3.0,4.2,Uber Wallet,-1
2024-05-30,17:54:56,"""CNR1501091""",Completed,"""CID7364263""",Bike,New Colony,Golf Course Road,9.4,31.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,952.0,48.21,4.2,4.6,UPI,-1
2024-12-08,07:42:26,"""CNR6784201""",Completed,"""CID8638326""",Go Sedan,Rohini,Kanhaiya Nagar,5.1,35.1,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,301.0,34.53,4.2,3.9,UPI,-1
2024-05-08,04:01:50,"""CNR3447789""",Completed,"""CID2177327""",Premier Sedan,Greater Noida,Qutub Minar,8.3,21.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,143.0,9.13,4.1,4.2,Cash,-1
2024-11-06,11:26:33,"""CNR2554554""",Completed,"""CID1961791""",Bike,Inderlok,South Extension,2.5,15.5,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,609.0,45.06,4.6,4.8,UPI,-1
2024-05-21,15:14:41,"""CNR7049951""",Completed,"""CID2866791""",eBike,Kashmere Gate ISBT,Arjangarh,4.7,33.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,241.0,25.48,4.1,3.8,Cash,-1
2024-02-19,09:47:09,"""CNR4365484""",Completed,"""CID7683697""",Bike,Kanhaiya Nagar,Sadar Bazar Gurgaon,9.7,34.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,427.0,31.0,4.1,4.6,UPI,-1
2024-01-13,04:57:06,"""CNR6966213""",Completed,"""CID3717443""",Go Mini,Subhash Chowk,Khandsa,11.4,19.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,750.0,34.43,4.9,3.8,UPI,-1
2024-03-26,18:08:09,"""CNR4267741""",No Driver Found,"""CID7027497""",Auto,Moti Nagar,GTB Nagar,0.0,0.0,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-08-12,12:16:22,"""CNR1715771""",Completed,"""CID5213707""",Bike,Rajiv Chowk,Anand Vihar ISBT,9.8,29.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,165.0,6.26,4.1,3.9,UPI,-1
2024-02-08,17:25:36,"""CNR6848827""",Incomplete,"""CID8526147""",Bike,IGNOU Road,ITO,3.1,14.6,0.0,Desconocido,0.0,Desconocido,1.0,Other Issue,600.0,12.37,0.0,0.0,UPI,-1
2024-02-07,10:26:38,"""CNR4168890""",Cancelled by Driver,"""CID2070598""",Auto,Vatika Chowk,Moolchand,8.3,0.0,0.0,Desconocido,1.0,More than permitted people in there,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-08-26,03:05:46,"""CNR2628359""",Completed,"""CID4603223""",Go Mini,Vatika Chowk,Hauz Rani,5.4,15.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,57.0,37.95,4.3,4.6,Cash,-1
2024-08-07,10:03:00,"""CNR2842235""",Cancelled by Customer,"""CID6595078""",Go Sedan,IIT Delhi,Sikanderpur,15.7,0.0,1.0,Change of plans,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-08-26,17:26:29,"""CNR9125792""",Cancelled by Customer,"""CID8511176""",Auto,Noida Film City,Shahdara,16.8,0.0,1.0,Driver is not moving towards pickup location,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-11-05,11:00:25,"""CNR9723134""",Completed,"""CID4833878""",Uber XL,India Gate,Noida Extension,14.9,37.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,289.0,38.83,3.4,4.9,Cash,-1
2024-01-18,06:29:48,"""CNR1546303""",Cancelled by Customer,"""CID5767999""",Go Mini,Okhla,Chirag Delhi,7.6,0.0,1.0,Change of plans,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-05-01,07:52:03,"""CNR7180382""",Completed,"""CID5237934""",Bike,Vidhan Sabha,Ashok Park Main,12.6,21.7,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,59.0,35.38,4.1,3.8,Uber Wallet,-1
2024-12-22,14:58:53,"""CNR9539911""",Cancelled by Driver,"""CID8302552""",Bike,Meerut,Preet Vihar,4.1,0.0,0.0,Desconocido,1.0,More than permitted people in there,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-03-15,17:17:55,"""CNR9188545""",Completed,"""CID7695268""",Go Mini,Kherki Daula Toll,Huda City Centre,9.0,42.4,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,91.0,42.2,4.9,4.6,Cash,-1
2024-07-22,23:59:10,"""CNR6007664""",Completed,"""CID5906196""",Premier Sedan,Indirapuram,Sarojini Nagar,5.7,29.9,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,354.0,17.68,4.0,4.0,UPI,-1
2024-02-21,21:03:49,"""CNR5572949""",Cancelled by Customer,"""CID1998685""",Bike,Paschim Vihar,Jhilmil,15.4,0.0,1.0,Driver asked to cancel,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-06-02,19:59:35,"""CNR1813316""",Completed,"""CID3023863""",Auto,Jahangirpuri,Botanical Garden,6.7,38.1,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,175.0,10.46,4.4,3.6,Debit Card,-1
2024-11-29,23:53:48,"""CNR2889898""",Completed,"""CID2650739""",Auto,DLF City Court,Noida Film City,13.6,41.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,413.0,7.49,4.2,4.6,Uber Wallet,-1
2024-05-31,04:48:05,"""CNR3178148""",Completed,"""CID5347081""",Go Sedan,Sohna Road,Bhiwadi,12.6,16.1,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,418.0,49.53,4.3,4.2,UPI,-1
2024-03-20,22:51:36,"""CNR5928510""",Cancelled by Driver,"""CID2923363""",Go Mini,Kaushambi,Gurgaon Railway Station,10.7,0.0,0.0,Desconocido,1.0,The customer was coughing/sick,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-06-24,14:04:33,"""CNR8978766""",Completed,"""CID1616894""",Auto,Subhash Chowk,Gwal Pahari,7.4,44.8,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,201.0,3.16,4.9,4.1,Cash,-1
2024-04-20,08:02:32,"""CNR8860252""",Completed,"""CID5223146""",Bike,Jama Masjid,Mansarovar Park,13.9,16.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,864.0,40.01,3.8,4.3,Debit Card,-1
2024-07-15,21:18:52,"""CNR5528618""",Cancelled by Customer,"""CID4370903""",Go Sedan,Bahadurgarh,Pulbangash,7.7,0.0,1.0,Driver is not moving towards pickup location,0.0,Desconocido,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-08-14,23:05:04,"""CNR4682387""",Completed,"""CID6176299""",Premier Sedan,Kirti Nagar,Tughlakabad,10.0,25.7,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,173.0,33.16,4.2,4.7,UPI,-1
2024-03-19,10:33:08,"""CNR8036682""",Completed,"""CID6646116""",Auto,Saket,Civil Lines Gurgaon,10.8,35.6,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,945.0,37.53,4.3,4.5,UPI,-1
2024-06-18,19:20:03,"""CNR4047285""",Completed,"""CID9070614""",Go Mini,Tilak Nagar,Akshardham,11.9,16.2,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,463.0,35.26,4.9,4.1,Cash,-1
2024-09-19,08:52:51,"""CNR3410847""",Cancelled by Driver,"""CID5457547""",eBike,Kashmere Gate ISBT,Chirag Delhi,3.1,0.0,0.0,Desconocido,1.0,The customer was coughing/sick,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-07-05,15:35:49,"""CNR1272367""",Completed,"""CID4908922""",Bike,Ambience Mall,Lok Kalyan Marg,4.8,44.3,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,103.0,2.54,3.8,5.0,Cash,-1
2024-11-30,16:33:15,"""CNR2665220""",Cancelled by Driver,"""CID2498708""",Bike,Saket,Old Gurgaon,4.0,0.0,0.0,Desconocido,1.0,More than permitted people in there,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-07-12,19:52:16,"""CNR9177848""",Cancelled by Driver,"""CID2926656""",Bike,Ghitorni,Nehru Place,3.4,0.0,0.0,Desconocido,1.0,Customer related issue,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-05-07,21:15:36,"""CNR7439623""",Cancelled by Driver,"""CID3127463""",Bike,Samaypur Badli,Manesar,9.8,0.0,0.0,Desconocido,1.0,More than permitted people in there,0.0,Desconocido,0.0,0.0,0.0,0.0,Desconocido,-1
2024-02-04,15:28:02,"""CNR3652674""",Completed,"""CID9831619""",eBike,New Delhi Railway Station,Janakpuri,10.2,21.7,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,356.0,36.51,3.2,4.4,UPI,-1
2024-11-18,20:37:48,"""CNR4208694""",Completed,"""CID4840725""",Go Mini,Rajiv Nagar,Patel Chowk,13.5,23.9,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,224.0,39.18,4.0,4.1,UPI,-1
2024-03-05,19:19:05,"""CNR3095427""",Completed,"""CID8628600""",Premier Sedan,Malviya Nagar,Shastri Park,10.4,26.2,0.0,Desconocido,0.0,Desconocido,0.0,Desconocido,60.0,30.69,4.5,4.9,UPI,-1
